2024_ID,Status,Transitions
CITY OF CHICAGO:Ward 50 Precinct 14,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 14', 'pct': 99.83}]"
CITY OF CHICAGO:Ward 50 Precinct 15,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 15', 'pct': 99.95}]"
CITY OF CHICAGO:Ward 50 Precinct 16,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 16', 'pct': 99.89}]"
CITY OF CHICAGO:Ward 50 Precinct 17,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 17', 'pct': 99.92}]"
CITY OF CHICAGO:Ward 50 Precinct 18,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 18', 'pct': 99.82}]"
CITY OF CHICAGO:Ward 50 Precinct 19,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 19', 'pct': 99.93}]"
CITY OF CHICAGO:Ward 50 Precinct 20,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 20', 'pct': 99.9}]"
CITY OF CHICAGO:Ward 50 Precinct 21,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 21', 'pct': 99.94}]"
CITY OF CHICAGO:Ward 50 Precinct 22,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 22', 'pct': 99.93}]"
CITY OF CHICAGO:Ward 50 Precinct 23,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 99.96}]"
CITY OF CHICAGO:Ward 50 Precinct 24,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 24', 'pct': 99.97}]"
CITY OF CHICAGO:Ward 50 Precinct 25,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 25', 'pct': 99.94}]"
CITY OF CHICAGO:Ward 50 Precinct 26,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 26', 'pct': 99.9}]"
CITY OF CHICAGO:Ward 50 Precinct 27,Unchanged,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 27', 'pct': 99.78}]"
CITY OF CHICAGO:Ward 50 Precinct 28,SPLIT,"[{'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 49.48}, {'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 41.97}, {'new_id': 'CITY OF CHICAGO:Ward 50 Precinct 23', 'pct': 8.55}]"
COOK:7000005,SPLIT,"[{'new_id': 'MCHENRY:ALG 60', 'pct': 88.72}, {'new_id': 'MCHENRY:ALG 60', 'pct': 11.28}]"
COOK:7501001,Unchanged,"[{'new_id': 'COOK:7501001', 'pct': 99.93}]"
COOK:7501002,Unchanged,"[{'new_id': 'COOK:7501002', 'pct': 99.78}]"
COOK:7501003,Unchanged,"[{'new_id': 'COOK:7501003', 'pct': 99.92}]"
COOK:7501004,Unchanged,"[{'new_id': 'COOK:7501004', 'pct': 99.96}]"
COOK:7502001,Unchanged,"[{'new_id': 'COOK:7502001', 'pct': 99.93}]"
COOK:7502002,Unchanged,"[{'new_id': 'COOK:7502002', 'pct': 99.93}]"
COOK:7502003,Unchanged,"[{'new_id': 'COOK:7502003', 'pct': 99.95}]"
COOK:7502004,Unchanged,"[{'new_id': 'COOK:7502004', 'pct': 99.95}]"
COOK:7502005,Unchanged,"[{'new_id': 'COOK:7502005', 'pct': 99.93}]"
COOK:7503001,Unchanged,"[{'new_id': 'COOK:7503001', 'pct': 99.95}]"
COOK:7503002,Unchanged,"[{'new_id': 'COOK:7503002', 'pct': 99.92}]"
COOK:7503003,Unchanged,"[{'new_id': 'COOK:7503003', 'pct': 99.91}]"
COOK:7503004,Unchanged,"[{'new_id': 'COOK:7503004', 'pct': 99.96}]"
COOK:7503005,Unchanged,"[{'new_id': 'COOK:7503005', 'pct': 99.9}]"
COOK:7504001,Unchanged,"[{'new_id': 'COOK:7504001', 'pct': 99.93}]"
COOK:7504002,Unchanged,"[{'new_id': 'COOK:7504002', 'pct': 99.87}]"
COOK:7504003,Unchanged,"[{'new_id': 'COOK:7504003', 'pct': 99.86}]"
COOK:7504004,Unchanged,"[{'new_id': 'COOK:7504004', 'pct': 99.94}]"
COOK:7504005,Unchanged,"[{'new_id': 'COOK:7504005', 'pct': 99.88}]"
COOK:7504006,Unchanged,"[{'new_id': 'COOK:7504006', 'pct': 99.9}]"
COOK:7504007,Unchanged,"[{'new_id': 'COOK:7504007', 'pct': 99.89}]"
COOK:7505001,Unchanged,"[{'new_id': 'COOK:7505001', 'pct': 99.95}]"
COOK:7505002,Unchanged,"[{'new_id': 'COOK:7505002', 'pct': 99.93}]"
COOK:7505003,Unchanged,"[{'new_id': 'COOK:7505003', 'pct': 99.93}]"
COOK:7506001,Unchanged,"[{'new_id': 'COOK:7506001', 'pct': 99.94}]"
COOK:7506002,Unchanged,"[{'new_id': 'COOK:7506002', 'pct': 99.93}]"
COOK:7506003,Unchanged,"[{'new_id': 'COOK:7506003', 'pct': 99.93}]"
COOK:7506004,Unchanged,"[{'new_id': 'COOK:7506004', 'pct': 99.94}]"
COOK:7506005,Unchanged,"[{'new_id': 'COOK:7506005', 'pct': 99.9}]"
COOK:7506006,Unchanged,"[{'new_id': 'COOK:7506006', 'pct': 99.94}]"
COOK:7507001,Unchanged,"[{'new_id': 'COOK:7507001', 'pct': 99.94}]"
COOK:7507002,Unchanged,"[{'new_id': 'COOK:7507002', 'pct': 99.94}]"
COOK:7507003,Unchanged,"[{'new_id': 'COOK:7507003', 'pct': 99.94}]"
COOK:7507004,Unchanged,"[{'new_id': 'COOK:7507004', 'pct': 99.91}]"
COOK:7507005,Unchanged,"[{'new_id': 'COOK:7507005', 'pct': 99.96}]"
COOK:7508001,Unchanged,"[{'new_id': 'COOK:7508001', 'pct': 99.96}]"
COOK:7508002,Unchanged,"[{'new_id': 'COOK:7508002', 'pct': 99.91}]"
COOK:7508003,Unchanged,"[{'new_id': 'COOK:7508003', 'pct': 99.91}]"
COOK:7508004,Unchanged,"[{'new_id': 'COOK:7508004', 'pct': 99.9}]"
COOK:7508005,Unchanged,"[{'new_id': 'COOK:7508005', 'pct': 99.92}]"
COOK:7509001,Unchanged,"[{'new_id': 'COOK:7509001', 'pct': 99.88}]"
COOK:7509002,Unchanged,"[{'new_id': 'COOK:7509002', 'pct': 99.93}]"
COOK:7509003,Unchanged,"[{'new_id': 'COOK:7509003', 'pct': 99.92}]"
COOK:7509004,Unchanged,"[{'new_id': 'COOK:7509004', 'pct': 99.88}]"
COOK:7509005,Unchanged,"[{'new_id': 'COOK:7509005', 'pct': 99.87}]"
COOK:8000001,SPLIT,"[{'new_id': 'COOK:8000051', 'pct': 47.35}, {'new_id': 'COOK:8000051', 'pct': 38.43}, {'new_id': 'COOK:8000051', 'pct': 13.7}]"
COOK:8000002,SPLIT,"[{'new_id': 'COOK:8300004', 'pct': 39.16}, {'new_id': 'COOK:8300004', 'pct': 38.09}, {'new_id': 'COOK:8300004', 'pct': 19.95}, {'new_id': 'COOK:8300004', 'pct': 2.45}]"
COOK:8000005,SPLIT,"[{'new_id': 'COOK:8300004', 'pct': 90.15}, {'new_id': 'COOK:8300001', 'pct': 9.85}]"
COOK:8000008,Unchanged,"[{'new_id': 'COOK:8000008', 'pct': 99.95}]"
COOK:8000011,Unchanged,"[{'new_id': 'COOK:8000011', 'pct': 99.87}]"
COOK:8000015,Unchanged,"[{'new_id': 'COOK:8000015', 'pct': 99.94}]"
COOK:8000019,SPLIT,"[{'new_id': 'COOK:8000019', 'pct': 89.49}, {'new_id': 'COOK:8000051', 'pct': 10.51}]"
COOK:8000020,Unchanged,"[{'new_id': 'COOK:8000020', 'pct': 99.95}]"
COOK:8000022,SPLIT,"[{'new_id': 'COOK:8000022', 'pct': 49.64}, {'new_id': 'COOK:8000029', 'pct': 43.09}, {'new_id': 'COOK:8000022', 'pct': 6.93}]"
COOK:8000024,SPLIT,"[{'new_id': 'COOK:8000024', 'pct': 73.27}, {'new_id': 'COOK:8000030', 'pct': 4.25}, {'new_id': 'COOK:8000024', 'pct': 3.85}, {'new_id': 'COOK:8000024', 'pct': 3.4}, {'new_id': 'COOK:8000024', 'pct': 3.02}, {'new_id': 'COOK:8000030', 'pct': 2.54}, {'new_id': 'COOK:8000020', 'pct': 2.12}, {'new_id': 'COOK:8000030', 'pct': 2.11}]"
COOK:8000027,SPLIT,"[{'new_id': 'COOK:8000027', 'pct': 84.57}, {'new_id': 'COOK:8000020', 'pct': 15.43}]"
COOK:8000029,Unchanged,"[{'new_id': 'COOK:8000029', 'pct': 99.95}]"
COOK:8000030,Unchanged,"[{'new_id': 'COOK:8000030', 'pct': 99.96}]"
COOK:8000031,Unchanged,"[{'new_id': 'COOK:8000031', 'pct': 99.95}]"
COOK:8000032,Unchanged,"[{'new_id': 'COOK:8000032', 'pct': 99.93}]"
COOK:8000039,Unchanged,"[{'new_id': 'COOK:8000039', 'pct': 99.92}]"
COOK:8000040,Unchanged,"[{'new_id': 'COOK:8000040', 'pct': 99.95}]"
COOK:8000043,Unchanged,"[{'new_id': 'COOK:8000043', 'pct': 99.95}]"
COOK:8000044,Unchanged,"[{'new_id': 'COOK:8000044', 'pct': 99.92}]"
COOK:8000046,Unchanged,"[{'new_id': 'COOK:8000046', 'pct': 99.98}]"
COOK:8000050,SPLIT,"[{'new_id': 'COOK:8000050', 'pct': 21.57}, {'new_id': 'COOK:8000008', 'pct': 18.65}, {'new_id': 'COOK:8000050', 'pct': 18.65}, {'new_id': 'COOK:8000008', 'pct': 11.84}, {'new_id': 'COOK:8000008', 'pct': 7.61}, {'new_id': 'COOK:8000050', 'pct': 7.61}, {'new_id': 'COOK:8000050', 'pct': 4.62}, {'new_id': 'COOK:8000050', 'pct': 3.46}]"
COOK:8000051,Unchanged,"[{'new_id': 'COOK:8000051', 'pct': 99.96}]"
COOK:8000052,Unchanged,"[{'new_id': 'COOK:8000052', 'pct': 99.95}]"
COOK:8000055,Unchanged,"[{'new_id': 'COOK:8000055', 'pct': 99.93}]"
COOK:8000058,Unchanged,"[{'new_id': 'COOK:8000058', 'pct': 99.94}]"
COOK:8000059,Unchanged,"[{'new_id': 'COOK:8000059', 'pct': 99.94}]"
COOK:8000060,Unchanged,"[{'new_id': 'COOK:8000060', 'pct': 99.98}]"
COOK:8000062,SPLIT,"[{'new_id': 'COOK:8300039', 'pct': 42.56}, {'new_id': 'COOK:8300039', 'pct': 40.49}, {'new_id': 'COOK:9600011', 'pct': 6.41}, {'new_id': 'COOK:8300033', 'pct': 5.24}, {'new_id': 'COOK:8300033', 'pct': 5.1}]"
COOK:8000063,Unchanged,"[{'new_id': 'COOK:8000063', 'pct': 99.94}]"
COOK:8000065,SPLIT,"[{'new_id': 'COOK:8000065', 'pct': 46.97}, {'new_id': 'COOK:8000008', 'pct': 38.15}, {'new_id': 'COOK:8000065', 'pct': 9.86}, {'new_id': 'COOK:8000065', 'pct': 5.02}]"
COOK:8000069,Unchanged,"[{'new_id': 'COOK:8000069', 'pct': 99.98}]"
COOK:8000071,Unchanged,"[{'new_id': 'COOK:8000060', 'pct': 99.51}]"
COOK:8000072,Unchanged,"[{'new_id': 'COOK:8000072', 'pct': 99.95}]"
COOK:8000073,Unchanged,"[{'new_id': 'COOK:8000073', 'pct': 99.95}]"
COOK:8000074,Unchanged,"[{'new_id': 'COOK:8000074', 'pct': 99.92}]"
COOK:8000075,Unchanged,"[{'new_id': 'COOK:8000075', 'pct': 99.94}]"
COOK:8000076,Unchanged,"[{'new_id': 'COOK:8000076', 'pct': 99.93}]"
COOK:8000078,SPLIT,"[{'new_id': 'COOK:8000078', 'pct': 91.57}, {'new_id': 'COOK:8000081', 'pct': 6.92}]"
COOK:8000081,Unchanged,"[{'new_id': 'COOK:8000081', 'pct': 99.95}]"
COOK:8000082,SPLIT,"[{'new_id': 'COOK:8000082', 'pct': 90.51}, {'new_id': 'COOK:8000082', 'pct': 8.6}]"
COOK:8000083,Unchanged,"[{'new_id': 'COOK:8000083', 'pct': 99.9}]"
COOK:8100003,Unchanged,"[{'new_id': 'COOK:8100003', 'pct': 99.91}]"
COOK:8100006,SPLIT,"[{'new_id': 'COOK:8100006', 'pct': 66.41}, {'new_id': 'COOK:8100006', 'pct': 24.73}, {'new_id': 'COOK:8300008', 'pct': 6.46}, {'new_id': 'COOK:8300008', 'pct': 2.16}]"
COOK:8100011,SPLIT,"[{'new_id': 'COOK:8100011', 'pct': 65.28}, {'new_id': 'COOK:8300008', 'pct': 34.12}]"
COOK:8100013,Unchanged,"[{'new_id': 'COOK:8100013', 'pct': 99.96}]"
COOK:8100015,SPLIT,"[{'new_id': 'COOK:8100039', 'pct': 52.96}, {'new_id': 'COOK:8300035', 'pct': 19.53}, {'new_id': 'COOK:8100026', 'pct': 13.1}, {'new_id': 'COOK:8100024', 'pct': 10.62}, {'new_id': 'COOK:8100026', 'pct': 3.78}]"
COOK:8100017,Unchanged,"[{'new_id': 'COOK:8100017', 'pct': 99.96}]"
COOK:8100018,SPLIT,"[{'new_id': 'COOK:8100036', 'pct': 57.68}, {'new_id': 'COOK:8100037', 'pct': 21.84}, {'new_id': 'COOK:8100031', 'pct': 20.44}]"
COOK:8100020,SPLIT,"[{'new_id': 'COOK:8300009', 'pct': 52.43}, {'new_id': 'COOK:8300037', 'pct': 15.65}, {'new_id': 'COOK:8300035', 'pct': 15.42}, {'new_id': 'COOK:8300037', 'pct': 9.28}, {'new_id': 'COOK:8300037', 'pct': 6.07}]"
COOK:8100021,Unchanged,"[{'new_id': 'COOK:8100021', 'pct': 99.95}]"
COOK:8100024,Unchanged,"[{'new_id': 'COOK:8100024', 'pct': 99.98}]"
COOK:8100026,Unchanged,"[{'new_id': 'COOK:8100026', 'pct': 99.98}]"
COOK:8100027,Unchanged,"[{'new_id': 'COOK:8100027', 'pct': 99.94}]"
COOK:8100031,Unchanged,"[{'new_id': 'COOK:8100031', 'pct': 99.96}]"
COOK:8100032,Unchanged,"[{'new_id': 'COOK:8100032', 'pct': 99.95}]"
COOK:8100033,Unchanged,"[{'new_id': 'COOK:8100033', 'pct': 99.93}]"
COOK:8100034,Unchanged,"[{'new_id': 'COOK:8100034', 'pct': 99.95}]"
COOK:8100036,Unchanged,"[{'new_id': 'COOK:8100036', 'pct': 99.96}]"
COOK:8100037,Unchanged,"[{'new_id': 'COOK:8100037', 'pct': 99.97}]"
COOK:8100038,Unchanged,"[{'new_id': 'COOK:8100038', 'pct': 99.92}]"
COOK:8100039,Unchanged,"[{'new_id': 'COOK:8100039', 'pct': 99.96}]"
COOK:8200001,Unchanged,"[{'new_id': 'COOK:8200001', 'pct': 99.99}]"
COOK:8200002,Unchanged,"[{'new_id': 'COOK:8200002', 'pct': 99.97}]"
COOK:8200003,Unchanged,"[{'new_id': 'COOK:8200003', 'pct': 99.97}]"
COOK:8200004,Unchanged,"[{'new_id': 'COOK:8200004', 'pct': 99.97}]"
COOK:8200005,Unchanged,"[{'new_id': 'COOK:8200005', 'pct': 99.93}]"
COOK:8200006,Unchanged,"[{'new_id': 'COOK:8200006', 'pct': 99.97}]"
COOK:8200007,Unchanged,"[{'new_id': 'COOK:8200007', 'pct': 99.97}]"
COOK:8200008,Unchanged,"[{'new_id': 'COOK:8200008', 'pct': 99.91}]"
COOK:8200009,Unchanged,"[{'new_id': 'COOK:8200009', 'pct': 99.95}]"
COOK:8200010,Unchanged,"[{'new_id': 'COOK:8200010', 'pct': 99.96}]"
COOK:8200011,Unchanged,"[{'new_id': 'COOK:8200011', 'pct': 99.95}]"
COOK:8200012,Unchanged,"[{'new_id': 'COOK:8200012', 'pct': 99.96}]"
COOK:8200013,Unchanged,"[{'new_id': 'COOK:8200013', 'pct': 99.93}]"
COOK:8200014,Unchanged,"[{'new_id': 'COOK:8200014', 'pct': 99.93}]"
COOK:8200015,Unchanged,"[{'new_id': 'COOK:8200015', 'pct': 99.94}]"
COOK:8200016,Unchanged,"[{'new_id': 'COOK:8200016', 'pct': 99.96}]"
COOK:8200017,Unchanged,"[{'new_id': 'COOK:8200017', 'pct': 99.96}]"
COOK:8200018,Unchanged,"[{'new_id': 'COOK:8200018', 'pct': 99.95}]"
COOK:8200019,Unchanged,"[{'new_id': 'COOK:8200019', 'pct': 99.94}]"
COOK:8200020,Unchanged,"[{'new_id': 'COOK:8200020', 'pct': 99.94}]"
COOK:8200021,Unchanged,"[{'new_id': 'COOK:8200021', 'pct': 99.92}]"
COOK:8200022,Unchanged,"[{'new_id': 'COOK:8200022', 'pct': 99.93}]"
COOK:8200023,Unchanged,"[{'new_id': 'COOK:8200023', 'pct': 99.89}]"
COOK:8200024,Unchanged,"[{'new_id': 'COOK:8200024', 'pct': 99.94}]"
COOK:8200025,Unchanged,"[{'new_id': 'COOK:8200025', 'pct': 99.92}]"
COOK:8200026,Unchanged,"[{'new_id': 'COOK:8200026', 'pct': 99.96}]"
COOK:8200027,Unchanged,"[{'new_id': 'COOK:8200027', 'pct': 99.95}]"
COOK:8200028,Unchanged,"[{'new_id': 'COOK:8200028', 'pct': 99.95}]"
COOK:8200029,Unchanged,"[{'new_id': 'COOK:8200029', 'pct': 99.97}]"
COOK:8200030,Unchanged,"[{'new_id': 'COOK:8200030', 'pct': 99.94}]"
COOK:8200031,Unchanged,"[{'new_id': 'COOK:8200031', 'pct': 99.94}]"
COOK:8200032,Unchanged,"[{'new_id': 'COOK:8200032', 'pct': 99.92}]"
COOK:8200033,Unchanged,"[{'new_id': 'COOK:8200033', 'pct': 99.94}]"
COOK:8200034,Unchanged,"[{'new_id': 'COOK:8200034', 'pct': 99.9}]"
COOK:8200035,Unchanged,"[{'new_id': 'COOK:8200035', 'pct': 99.94}]"
COOK:8200036,Unchanged,"[{'new_id': 'COOK:8200036', 'pct': 99.93}]"
COOK:8200037,Unchanged,"[{'new_id': 'COOK:8200037', 'pct': 99.91}]"
COOK:8200038,Unchanged,"[{'new_id': 'COOK:8200038', 'pct': 99.97}]"
COOK:8200039,Unchanged,"[{'new_id': 'COOK:8200039', 'pct': 99.92}]"
COOK:8200040,Unchanged,"[{'new_id': 'COOK:8200040', 'pct': 99.95}]"
COOK:8200041,Unchanged,"[{'new_id': 'COOK:8200041', 'pct': 99.94}]"
COOK:8200042,Unchanged,"[{'new_id': 'COOK:8200042', 'pct': 99.97}]"
COOK:8200043,Unchanged,"[{'new_id': 'COOK:8200043', 'pct': 99.94}]"
COOK:8200044,Unchanged,"[{'new_id': 'COOK:8200044', 'pct': 99.95}]"
COOK:8200045,Unchanged,"[{'new_id': 'COOK:8200045', 'pct': 99.91}]"
COOK:8200046,Unchanged,"[{'new_id': 'COOK:8200046', 'pct': 99.96}]"
COOK:8200047,Unchanged,"[{'new_id': 'COOK:8200047', 'pct': 99.9}]"
COOK:8200048,Unchanged,"[{'new_id': 'COOK:8200048', 'pct': 99.95}]"
COOK:8200049,Unchanged,"[{'new_id': 'COOK:8200049', 'pct': 99.93}]"
COOK:8200050,Unchanged,"[{'new_id': 'COOK:8200050', 'pct': 99.96}]"
COOK:8200051,Unchanged,"[{'new_id': 'COOK:8200051', 'pct': 99.93}]"
COOK:8200052,Unchanged,"[{'new_id': 'COOK:8200052', 'pct': 99.98}]"
COOK:8200053,Unchanged,"[{'new_id': 'COOK:8200053', 'pct': 99.97}]"
COOK:8200054,Unchanged,"[{'new_id': 'COOK:8200054', 'pct': 99.9}]"
COOK:8200055,Unchanged,"[{'new_id': 'COOK:8200055', 'pct': 99.88}]"
COOK:8200056,Unchanged,"[{'new_id': 'COOK:8200056', 'pct': 99.95}]"
COOK:8200057,Unchanged,"[{'new_id': 'COOK:8200057', 'pct': 99.95}]"
COOK:8200058,Unchanged,"[{'new_id': 'COOK:8200058', 'pct': 99.94}]"
COOK:8200059,Unchanged,"[{'new_id': 'COOK:8200059', 'pct': 99.97}]"
COOK:8200060,Unchanged,"[{'new_id': 'COOK:8200060', 'pct': 99.94}]"
COOK:8200061,Unchanged,"[{'new_id': 'COOK:8200061', 'pct': 99.92}]"
COOK:8200062,Unchanged,"[{'new_id': 'COOK:8200062', 'pct': 99.94}]"
COOK:8300001,SPLIT,"[{'new_id': 'COOK:8300001', 'pct': 79.94}, {'new_id': 'COOK:8300001', 'pct': 7.1}, {'new_id': 'COOK:8300001', 'pct': 6.84}]"
COOK:8300004,Unchanged,"[{'new_id': 'COOK:8300004', 'pct': 99.97}]"
COOK:8300005,Unchanged,"[{'new_id': 'COOK:8300005', 'pct': 99.96}]"
COOK:8300006,Unchanged,"[{'new_id': 'COOK:8300006', 'pct': 99.96}]"
COOK:8300007,Unchanged,"[{'new_id': 'COOK:8300007', 'pct': 99.97}]"
COOK:8300008,Unchanged,"[{'new_id': 'COOK:8300008', 'pct': 99.9}]"
COOK:8300009,Unchanged,"[{'new_id': 'COOK:8300009', 'pct': 99.95}]"
COOK:8300010,Unchanged,"[{'new_id': 'COOK:8300010', 'pct': 99.94}]"
COOK:8300012,Unchanged,"[{'new_id': 'COOK:8300012', 'pct': 99.96}]"
COOK:8300013,Unchanged,"[{'new_id': 'COOK:8300013', 'pct': 99.88}]"
COOK:8300014,Unchanged,"[{'new_id': 'COOK:8300020', 'pct': 100.0}]"
COOK:8300019,Unchanged,"[{'new_id': 'COOK:8300019', 'pct': 99.94}]"
COOK:8300020,Unchanged,"[{'new_id': 'COOK:8300020', 'pct': 99.98}]"
COOK:8300021,Unchanged,"[{'new_id': 'COOK:8300021', 'pct': 99.96}]"
COOK:8300023,Unchanged,"[{'new_id': 'COOK:8300023', 'pct': 99.95}]"
COOK:8300024,Unchanged,"[{'new_id': 'COOK:8300024', 'pct': 99.95}]"
COOK:8300025,Unchanged,"[{'new_id': 'COOK:8300025', 'pct': 99.94}]"
COOK:8300027,Unchanged,"[{'new_id': 'COOK:8300027', 'pct': 99.98}]"
COOK:8300028,Boundary Shift,"[{'new_id': 'COOK:8300028', 'pct': 97.77}]"
COOK:8300030,Unchanged,"[{'new_id': 'COOK:8300030', 'pct': 99.96}]"
COOK:8300031,Unchanged,"[{'new_id': 'COOK:8300031', 'pct': 99.96}]"
COOK:8300033,Unchanged,"[{'new_id': 'COOK:8300033', 'pct': 99.95}]"
COOK:8300034,SPLIT,"[{'new_id': 'COOK:8300034', 'pct': 81.54}, {'new_id': 'COOK:8300020', 'pct': 18.46}]"
COOK:8300035,Unchanged,"[{'new_id': 'COOK:8300035', 'pct': 99.97}]"
COOK:8300037,Unchanged,"[{'new_id': 'COOK:8300037', 'pct': 99.96}]"
COOK:8300038,Unchanged,"[{'new_id': 'COOK:8300038', 'pct': 99.95}]"
COOK:8300039,Unchanged,"[{'new_id': 'COOK:8300039', 'pct': 99.99}]"
COOK:8300041,Unchanged,"[{'new_id': 'COOK:8300041', 'pct': 99.96}]"
COOK:8300042,Unchanged,"[{'new_id': 'COOK:8300042', 'pct': 99.96}]"
COOK:8300043,Unchanged,"[{'new_id': 'COOK:8300043', 'pct': 99.13}]"
COOK:8300044,Unchanged,"[{'new_id': 'COOK:8300044', 'pct': 99.93}]"
COOK:8300045,Unchanged,"[{'new_id': 'COOK:8300045', 'pct': 99.96}]"
COOK:8300048,Unchanged,"[{'new_id': 'COOK:8300048', 'pct': 99.95}]"
COOK:8300049,Unchanged,"[{'new_id': 'COOK:8300049', 'pct': 99.95}]"
COOK:8300050,SPLIT,"[{'new_id': 'COOK:8300050', 'pct': 74.54}, {'new_id': 'COOK:8300050', 'pct': 7.8}, {'new_id': 'COOK:8300050', 'pct': 6.41}, {'new_id': 'COOK:8300050', 'pct': 4.52}, {'new_id': 'COOK:8300027', 'pct': 2.67}]"
COOK:8300051,Unchanged,"[{'new_id': 'COOK:8300051', 'pct': 99.95}]"
COOK:8300052,Unchanged,"[{'new_id': 'COOK:8300052', 'pct': 99.95}]"
COOK:8300053,Unchanged,"[{'new_id': 'COOK:8300053', 'pct': 99.98}]"
COOK:8300056,Unchanged,"[{'new_id': 'COOK:8300056', 'pct': 99.96}]"
COOK:8300057,Unchanged,"[{'new_id': 'COOK:8300057', 'pct': 99.96}]"
COOK:9600002,SPLIT,"[{'new_id': 'COOK:9600002', 'pct': 97.52}, {'new_id': 'COOK:9600058', 'pct': 2.48}]"
