2024_ID,Status,Transitions
COOK:9600004,SPLIT,"[{'new_id': 'COOK:9600004', 'pct': 76.32}, {'new_id': 'COOK:9600051', 'pct': 23.68}]"
COOK:9600006,Unchanged,"[{'new_id': 'COOK:9600006', 'pct': 99.85}]"
COOK:9600008,Unchanged,"[{'new_id': 'COOK:9600008', 'pct': 99.95}]"
COOK:9600011,Unchanged,"[{'new_id': 'COOK:9600011', 'pct': 99.98}]"
COOK:9600012,Unchanged,"[{'new_id': 'COOK:9600012', 'pct': 99.96}]"
COOK:9600013,SPLIT,"[{'new_id': 'LAKE:Vernon 290', 'pct': 81.66}, {'new_id': 'COOK:9600072', 'pct': 9.55}, {'new_id': 'COOK:9600066', 'pct': 8.72}]"
COOK:9600016,Unchanged,"[{'new_id': 'COOK:9600016', 'pct': 99.85}]"
COOK:9600017,Unchanged,"[{'new_id': 'COOK:9600017', 'pct': 99.92}]"
COOK:9600021,Unchanged,"[{'new_id': 'COOK:9600021', 'pct': 99.94}]"
COOK:9600027,Unchanged,"[{'new_id': 'COOK:9600027', 'pct': 99.93}]"
COOK:9600028,Unchanged,"[{'new_id': 'COOK:9600028', 'pct': 99.96}]"
COOK:9600029,SPLIT,"[{'new_id': 'COOK:9600029', 'pct': 68.38}, {'new_id': 'COOK:9600029', 'pct': 15.55}, {'new_id': 'COOK:9600029', 'pct': 15.0}]"
COOK:9600030,Unchanged,"[{'new_id': 'COOK:9600030', 'pct': 99.96}]"
COOK:9600033,SPLIT,"[{'new_id': 'COOK:9600033', 'pct': 61.64}, {'new_id': 'COOK:9600072', 'pct': 8.76}, {'new_id': 'COOK:9600072', 'pct': 7.94}, {'new_id': 'COOK:9600072', 'pct': 7.94}, {'new_id': 'COOK:9600033', 'pct': 6.23}, {'new_id': 'COOK:9600033', 'pct': 4.51}]"
COOK:9600038,Unchanged,"[{'new_id': 'COOK:9600038', 'pct': 99.95}]"
COOK:9600040,Unchanged,"[{'new_id': 'COOK:9600040', 'pct': 99.93}]"
COOK:9600042,SPLIT,"[{'new_id': 'COOK:9600042', 'pct': 82.18}, {'new_id': 'COOK:9600042', 'pct': 8.61}, {'new_id': 'COOK:9600065', 'pct': 5.77}, {'new_id': 'COOK:9600068', 'pct': 3.34}]"
COOK:9600043,Unchanged,"[{'new_id': 'COOK:9600043', 'pct': 99.97}]"
COOK:9600044,Unchanged,"[{'new_id': 'COOK:9600044', 'pct': 99.94}]"
COOK:9600046,Unchanged,"[{'new_id': 'COOK:9600046', 'pct': 99.83}]"
COOK:9600047,SPLIT,"[{'new_id': 'COOK:9600047', 'pct': 53.6}, {'new_id': 'COOK:9600047', 'pct': 46.28}]"
COOK:9600048,SPLIT,"[{'new_id': 'COOK:9600079', 'pct': 58.96}, {'new_id': 'COOK:9600054', 'pct': 15.78}, {'new_id': 'COOK:9600054', 'pct': 12.61}, {'new_id': 'COOK:9600054', 'pct': 8.73}, {'new_id': 'COOK:9600054', 'pct': 3.93}]"
COOK:9600050,Boundary Shift,"[{'new_id': 'COOK:9600079', 'pct': 98.46}]"
COOK:9600051,Unchanged,"[{'new_id': 'COOK:9600051', 'pct': 99.94}]"
COOK:9600052,Unchanged,"[{'new_id': 'COOK:9600052', 'pct': 99.95}]"
COOK:9600053,Unchanged,"[{'new_id': 'COOK:9600053', 'pct': 99.96}]"
COOK:9600054,Unchanged,"[{'new_id': 'COOK:9600054', 'pct': 99.98}]"
COOK:9600055,SPLIT,"[{'new_id': 'COOK:9600038', 'pct': 39.82}, {'new_id': 'COOK:9600072', 'pct': 28.14}, {'new_id': 'COOK:9600051', 'pct': 20.46}, {'new_id': 'COOK:9600038', 'pct': 11.57}]"
COOK:9600056,Unchanged,"[{'new_id': 'COOK:9600056', 'pct': 99.95}]"
COOK:9600058,Unchanged,"[{'new_id': 'COOK:9600058', 'pct': 99.94}]"
COOK:9600059,SPLIT,"[{'new_id': 'COOK:9600059', 'pct': 84.97}, {'new_id': 'COOK:9600068', 'pct': 15.03}]"
COOK:9600060,SPLIT,"[{'new_id': 'COOK:9600060', 'pct': 97.39}, {'new_id': 'COOK:9600060', 'pct': 2.0}]"
COOK:9600061,SPLIT,"[{'new_id': 'COOK:9600061', 'pct': 84.03}, {'new_id': 'COOK:9600061', 'pct': 15.92}]"
COOK:9600063,Unchanged,"[{'new_id': 'COOK:9600063', 'pct': 99.92}]"
COOK:9600065,Unchanged,"[{'new_id': 'COOK:9600065', 'pct': 99.96}]"
COOK:9600066,Unchanged,"[{'new_id': 'COOK:9600066', 'pct': 99.98}]"
COOK:9600067,Unchanged,"[{'new_id': 'COOK:9600067', 'pct': 99.95}]"
COOK:9600068,Unchanged,"[{'new_id': 'COOK:9600068', 'pct': 99.95}]"
COOK:9600069,Unchanged,"[{'new_id': 'COOK:9600069', 'pct': 99.95}]"
COOK:9600070,Unchanged,"[{'new_id': 'COOK:9600070', 'pct': 99.94}]"
COOK:9600071,SPLIT,"[{'new_id': 'COOK:9600071', 'pct': 95.85}, {'new_id': 'COOK:9600052', 'pct': 3.43}]"
COOK:9600072,Unchanged,"[{'new_id': 'COOK:9600072', 'pct': 99.89}]"
COOK:9600075,Unchanged,"[{'new_id': 'COOK:9600075', 'pct': 99.95}]"
COOK:9600077,Unchanged,"[{'new_id': 'COOK:9600077', 'pct': 99.94}]"
COOK:9600078,SPLIT,"[{'new_id': 'COOK:9600078', 'pct': 75.29}, {'new_id': 'COOK:9600068', 'pct': 14.85}, {'new_id': 'COOK:9600060', 'pct': 8.94}]"
COOK:9600079,Unchanged,"[{'new_id': 'COOK:9600079', 'pct': 99.96}]"
COOK:9600080,Unchanged,"[{'new_id': 'COOK:9600080', 'pct': 99.93}]"
COOK:9600081,Unchanged,"[{'new_id': 'LAKE:Vernon 282', 'pct': 99.32}]"
KANE:DU0009,SPLIT,"[{'new_id': 'KANE:DU0009', 'pct': 56.51}, {'new_id': 'KANE:DU0009', 'pct': 34.83}, {'new_id': 'KANE:DU0009', 'pct': 8.61}]"
KANE:DU0017,SPLIT,"[{'new_id': 'KANE:DU0017', 'pct': 95.43}, {'new_id': 'MCHENRY:ALG 61', 'pct': 2.52}, {'new_id': 'KANE:DU0017', 'pct': 2.03}]"
KANE:DU0024,SPLIT,"[{'new_id': 'KANE:DU0024', 'pct': 24.8}, {'new_id': 'MCHENRY:ALG 42', 'pct': 23.95}, {'new_id': 'KANE:DU0024', 'pct': 20.42}, {'new_id': 'KANE:DU0024', 'pct': 15.38}, {'new_id': 'KANE:DU0024', 'pct': 15.32}]"
KANE:DU0025,SPLIT,"[{'new_id': 'KANE:DU0025', 'pct': 36.5}, {'new_id': 'MCHENRY:ALG 42', 'pct': 33.42}, {'new_id': 'KANE:DU0025', 'pct': 28.38}]"
KANE:DU0029,SPLIT,"[{'new_id': 'KANE:DU0029', 'pct': 44.11}, {'new_id': 'KANE:DU0029', 'pct': 33.79}, {'new_id': 'KANE:DU0029', 'pct': 19.59}, {'new_id': 'KANE:DU0029', 'pct': 2.2}]"
KANE:DU0034,SPLIT,"[{'new_id': 'KANE:DU0034', 'pct': 87.25}, {'new_id': 'MCHENRY:ALG 18', 'pct': 12.75}]"
KANE:DU0035,SPLIT,"[{'new_id': 'KANE:DU0035', 'pct': 76.36}, {'new_id': 'MCHENRY:ALG 45', 'pct': 23.64}]"
LAKE:Cuba 66,Unchanged,"[{'new_id': 'LAKE:Cuba 66', 'pct': 99.99}]"
LAKE:Cuba 67,Unchanged,"[{'new_id': 'LAKE:Cuba 67', 'pct': 99.98}]"
LAKE:Cuba 68,Unchanged,"[{'new_id': 'LAKE:Cuba 68', 'pct': 99.98}]"
LAKE:Cuba 69,Unchanged,"[{'new_id': 'LAKE:Cuba 69', 'pct': 99.97}]"
LAKE:Cuba 70,Unchanged,"[{'new_id': 'LAKE:Cuba 70', 'pct': 99.97}]"
LAKE:Cuba 71,Unchanged,"[{'new_id': 'LAKE:Cuba 71', 'pct': 99.96}]"
LAKE:Cuba 72,SPLIT,"[{'new_id': 'LAKE:Cuba 67', 'pct': 95.14}, {'new_id': 'LAKE:Cuba 66', 'pct': 2.6}]"
LAKE:Cuba 73,SPLIT,"[{'new_id': 'LAKE:Cuba 67', 'pct': 70.29}, {'new_id': 'LAKE:Cuba 67', 'pct': 21.9}, {'new_id': 'LAKE:Cuba 67', 'pct': 4.65}]"
LAKE:Cuba 74,SPLIT,"[{'new_id': 'LAKE:Cuba 71', 'pct': 66.8}, {'new_id': 'LAKE:Cuba 71', 'pct': 12.59}, {'new_id': 'LAKE:Cuba 69', 'pct': 11.79}, {'new_id': 'LAKE:Cuba 70', 'pct': 4.92}, {'new_id': 'LAKE:Cuba 70', 'pct': 2.76}]"
LAKE:Cuba 76,SPLIT,"[{'new_id': 'LAKE:Cuba 76', 'pct': 86.99}, {'new_id': 'LAKE:Cuba 76', 'pct': 13.01}]"
LAKE:Ela 100,SPLIT,"[{'new_id': 'LAKE:Ela 100', 'pct': 83.9}, {'new_id': 'LAKE:Ela 90', 'pct': 5.66}, {'new_id': 'LAKE:Ela 100', 'pct': 5.33}, {'new_id': 'LAKE:Ela 89', 'pct': 5.11}]"
LAKE:Ela 101,SPLIT,"[{'new_id': 'LAKE:Ela 101', 'pct': 53.88}, {'new_id': 'LAKE:Ela 101', 'pct': 26.59}, {'new_id': 'LAKE:Ela 90', 'pct': 11.39}, {'new_id': 'LAKE:Vernon 275', 'pct': 4.35}]"
LAKE:Ela 79,Unchanged,"[{'new_id': 'LAKE:Ela 79', 'pct': 99.99}]"
LAKE:Ela 80,Unchanged,"[{'new_id': 'LAKE:Ela 80', 'pct': 99.98}]"
LAKE:Ela 81,Unchanged,"[{'new_id': 'LAKE:Ela 81', 'pct': 99.97}]"
LAKE:Ela 82,Unchanged,"[{'new_id': 'LAKE:Ela 82', 'pct': 99.98}]"
LAKE:Ela 83,Unchanged,"[{'new_id': 'LAKE:Ela 83', 'pct': 99.99}]"
LAKE:Ela 84,SPLIT,"[{'new_id': 'LAKE:Ela 84', 'pct': 46.66}, {'new_id': 'LAKE:Ela 79', 'pct': 27.85}, {'new_id': 'LAKE:Ela 84', 'pct': 9.59}, {'new_id': 'LAKE:Ela 84', 'pct': 7.9}, {'new_id': 'LAKE:Ela 84', 'pct': 3.9}]"
LAKE:Ela 85,SPLIT,"[{'new_id': 'LAKE:Ela 80', 'pct': 53.3}, {'new_id': 'LAKE:Ela 80', 'pct': 42.89}, {'new_id': 'LAKE:Ela 80', 'pct': 2.79}]"
LAKE:Ela 86,SPLIT,"[{'new_id': 'LAKE:Ela 81', 'pct': 43.62}, {'new_id': 'LAKE:Ela 81', 'pct': 32.97}, {'new_id': 'LAKE:Ela 82', 'pct': 11.97}, {'new_id': 'LAKE:Ela 80', 'pct': 7.67}]"
LAKE:Ela 87,Unchanged,"[{'new_id': 'LAKE:Ela 87', 'pct': 99.97}]"
LAKE:Ela 88,Unchanged,"[{'new_id': 'LAKE:Ela 88', 'pct': 99.98}]"
LAKE:Ela 89,Unchanged,"[{'new_id': 'LAKE:Ela 89', 'pct': 99.97}]"
LAKE:Ela 90,Unchanged,"[{'new_id': 'LAKE:Ela 90', 'pct': 99.98}]"
LAKE:Fremont 114,SPLIT,"[{'new_id': 'LAKE:Fremont 114', 'pct': 82.81}, {'new_id': 'LAKE:Fremont 114', 'pct': 8.15}, {'new_id': 'LAKE:Fremont 114', 'pct': 7.41}]"
LAKE:Fremont 115,Unchanged,"[{'new_id': 'LAKE:Fremont 115', 'pct': 99.99}]"
LAKE:Fremont 116,SPLIT,"[{'new_id': 'LAKE:Fremont 116', 'pct': 86.85}, {'new_id': 'LAKE:Fremont 116', 'pct': 11.9}]"
LAKE:Fremont 117,SPLIT,"[{'new_id': 'LAKE:Fremont 115', 'pct': 80.22}, {'new_id': 'LAKE:Fremont 115', 'pct': 10.82}, {'new_id': 'LAKE:Fremont 115', 'pct': 7.45}]"
LAKE:Fremont 118,Unchanged,"[{'new_id': 'LAKE:Fremont 118', 'pct': 99.99}]"
LAKE:Fremont 123,SPLIT,"[{'new_id': 'LAKE:Fremont 123', 'pct': 94.29}, {'new_id': 'LAKE:Fremont 118', 'pct': 5.67}]"
LAKE:Fremont 125,SPLIT,"[{'new_id': 'LAKE:Fremont 125', 'pct': 88.51}, {'new_id': 'LAKE:Fremont 125', 'pct': 5.9}, {'new_id': 'LAKE:Fremont 118', 'pct': 5.54}]"
LAKE:Fremont 127,SPLIT,"[{'new_id': 'LAKE:Ela 83', 'pct': 46.15}, {'new_id': 'LAKE:Fremont 118', 'pct': 27.22}, {'new_id': 'LAKE:Ela 83', 'pct': 17.56}, {'new_id': 'LAKE:Ela 82', 'pct': 3.49}, {'new_id': 'LAKE:Fremont 118', 'pct': 3.06}]"
LAKE:Vernon 256,SPLIT,"[{'new_id': 'LAKE:Vernon 270', 'pct': 48.08}, {'new_id': 'LAKE:Vernon 270', 'pct': 19.56}, {'new_id': 'LAKE:Vernon 270', 'pct': 17.08}, {'new_id': 'LAKE:Vernon 270', 'pct': 14.1}]"
LAKE:Vernon 270,Unchanged,"[{'new_id': 'LAKE:Vernon 270', 'pct': 99.99}]"
LAKE:Vernon 271,SPLIT,"[{'new_id': 'LAKE:Vernon 271', 'pct': 94.36}, {'new_id': 'LAKE:Vernon 276', 'pct': 5.64}]"
LAKE:Vernon 275,Unchanged,"[{'new_id': 'LAKE:Vernon 275', 'pct': 99.99}]"
LAKE:Vernon 276,Unchanged,"[{'new_id': 'LAKE:Vernon 276', 'pct': 99.96}]"
LAKE:Vernon 277,SPLIT,"[{'new_id': 'LAKE:Vernon 277', 'pct': 89.89}, {'new_id': 'LAKE:Vernon 277', 'pct': 7.37}]"
LAKE:Vernon 282,SPLIT,"[{'new_id': 'LAKE:Vernon 282', 'pct': 68.47}, {'new_id': 'LAKE:Vernon 282', 'pct': 16.19}, {'new_id': 'LAKE:Vernon 282', 'pct': 5.01}, {'new_id': 'LAKE:Vernon 282', 'pct': 3.43}, {'new_id': 'LAKE:Vernon 282', 'pct': 3.35}, {'new_id': 'LAKE:Vernon 282', 'pct': 2.01}]"
LAKE:Vernon 283,Unchanged,"[{'new_id': 'LAKE:Vernon 283', 'pct': 99.96}]"
LAKE:Vernon 284,Unchanged,"[{'new_id': 'LAKE:Vernon 284', 'pct': 99.92}]"
LAKE:Vernon 285,Unchanged,"[{'new_id': 'LAKE:Vernon 285', 'pct': 99.96}]"
LAKE:Vernon 286,SPLIT,"[{'new_id': 'LAKE:Vernon 285', 'pct': 81.71}, {'new_id': 'LAKE:Vernon 285', 'pct': 14.11}, {'new_id': 'LAKE:Vernon 276', 'pct': 2.41}]"
LAKE:Vernon 288,Unchanged,"[{'new_id': 'LAKE:Vernon 288', 'pct': 99.93}]"
LAKE:Vernon 289,Unchanged,"[{'new_id': 'LAKE:Vernon 289', 'pct': 99.96}]"
LAKE:Vernon 290,Unchanged,"[{'new_id': 'LAKE:Vernon 290', 'pct': 99.92}]"
LAKE:Vernon 291,SPLIT,"[{'new_id': 'LAKE:Vernon 291', 'pct': 69.07}, {'new_id': 'LAKE:Vernon 289', 'pct': 29.28}]"
LAKE:Vernon 293,SPLIT,"[{'new_id': 'LAKE:Vernon 290', 'pct': 62.11}, {'new_id': 'LAKE:Vernon 290', 'pct': 27.13}, {'new_id': 'COOK:9600072', 'pct': 9.23}]"
LAKE:Wauconda 339,SPLIT,"[{'new_id': 'LAKE:Wauconda 344', 'pct': 96.41}, {'new_id': 'LAKE:Wauconda 344', 'pct': 3.59}]"
LAKE:Wauconda 344,Unchanged,"[{'new_id': 'LAKE:Wauconda 344', 'pct': 99.98}]"
LAKE:Wauconda 345,SPLIT,"[{'new_id': 'LAKE:Wauconda 345', 'pct': 33.04}, {'new_id': 'LAKE:Wauconda 345', 'pct': 29.81}, {'new_id': 'LAKE:Wauconda 345', 'pct': 12.89}, {'new_id': 'LAKE:Wauconda 345', 'pct': 11.93}, {'new_id': 'LAKE:Wauconda 346', 'pct': 3.41}, {'new_id': 'LAKE:Wauconda 345', 'pct': 3.11}]"
LAKE:Wauconda 346,Unchanged,"[{'new_id': 'LAKE:Wauconda 346', 'pct': 99.98}]"
LAKE:Wauconda 347,Unchanged,"[{'new_id': 'LAKE:Wauconda 347', 'pct': 99.98}]"
LAKE:Wauconda 348,SPLIT,"[{'new_id': 'LAKE:Wauconda 348', 'pct': 94.38}, {'new_id': 'LAKE:Wauconda 353', 'pct': 4.56}]"
LAKE:Wauconda 350,SPLIT,"[{'new_id': 'LAKE:Wauconda 350', 'pct': 67.9}, {'new_id': 'LAKE:Wauconda 350', 'pct': 11.58}, {'new_id': 'LAKE:Wauconda 350', 'pct': 11.5}, {'new_id': 'LAKE:Wauconda 350', 'pct': 5.2}]"
LAKE:Wauconda 351,SPLIT,"[{'new_id': 'LAKE:Fremont 115', 'pct': 51.97}, {'new_id': 'LAKE:Wauconda 354', 'pct': 46.14}]"
LAKE:Wauconda 353,Unchanged,"[{'new_id': 'LAKE:Wauconda 353', 'pct': 99.96}]"
LAKE:Wauconda 354,Unchanged,"[{'new_id': 'LAKE:Wauconda 354', 'pct': 99.98}]"
MCHENRY:ALG 1,Unchanged,"[{'new_id': 'MCHENRY:ALG 1', 'pct': 99.98}]"
MCHENRY:ALG 10,Unchanged,"[{'new_id': 'MCHENRY:ALG 10', 'pct': 99.98}]"
MCHENRY:ALG 11,Unchanged,"[{'new_id': 'MCHENRY:ALG 11', 'pct': 99.91}]"
MCHENRY:ALG 12,Unchanged,"[{'new_id': 'MCHENRY:ALG 12', 'pct': 99.97}]"
MCHENRY:ALG 13,Unchanged,"[{'new_id': 'MCHENRY:ALG 13', 'pct': 99.96}]"
MCHENRY:ALG 14,Unchanged,"[{'new_id': 'MCHENRY:ALG 14', 'pct': 99.95}]"
MCHENRY:ALG 15,Unchanged,"[{'new_id': 'MCHENRY:ALG 15', 'pct': 99.97}]"
MCHENRY:ALG 16,Unchanged,"[{'new_id': 'MCHENRY:ALG 16', 'pct': 99.95}]"
MCHENRY:ALG 17,Unchanged,"[{'new_id': 'MCHENRY:ALG 17', 'pct': 99.96}]"
MCHENRY:ALG 18,Unchanged,"[{'new_id': 'MCHENRY:ALG 18', 'pct': 99.96}]"
MCHENRY:ALG 19,Unchanged,"[{'new_id': 'MCHENRY:ALG 19', 'pct': 99.95}]"
MCHENRY:ALG 2,Unchanged,"[{'new_id': 'MCHENRY:ALG 2', 'pct': 99.95}]"
MCHENRY:ALG 20,Unchanged,"[{'new_id': 'MCHENRY:ALG 20', 'pct': 99.97}]"
MCHENRY:ALG 21,Unchanged,"[{'new_id': 'MCHENRY:ALG 21', 'pct': 99.97}]"
MCHENRY:ALG 22,Unchanged,"[{'new_id': 'MCHENRY:ALG 22', 'pct': 99.95}]"
MCHENRY:ALG 23,Unchanged,"[{'new_id': 'MCHENRY:ALG 23', 'pct': 99.97}]"
MCHENRY:ALG 24,Unchanged,"[{'new_id': 'MCHENRY:ALG 24', 'pct': 99.94}]"
MCHENRY:ALG 25,Unchanged,"[{'new_id': 'MCHENRY:ALG 25', 'pct': 99.96}]"
MCHENRY:ALG 26,Unchanged,"[{'new_id': 'MCHENRY:ALG 26', 'pct': 99.96}]"
MCHENRY:ALG 27,Unchanged,"[{'new_id': 'MCHENRY:ALG 27', 'pct': 99.98}]"
MCHENRY:ALG 28,Unchanged,"[{'new_id': 'MCHENRY:ALG 28', 'pct': 99.98}]"
MCHENRY:ALG 29,Unchanged,"[{'new_id': 'MCHENRY:ALG 29', 'pct': 99.93}]"
MCHENRY:ALG 3,Unchanged,"[{'new_id': 'MCHENRY:ALG 3', 'pct': 99.96}]"
MCHENRY:ALG 30,Unchanged,"[{'new_id': 'MCHENRY:ALG 30', 'pct': 99.96}]"
MCHENRY:ALG 31,Unchanged,"[{'new_id': 'MCHENRY:ALG 31', 'pct': 99.97}]"
MCHENRY:ALG 32,Unchanged,"[{'new_id': 'MCHENRY:ALG 32', 'pct': 99.98}]"
MCHENRY:ALG 33,Unchanged,"[{'new_id': 'MCHENRY:ALG 33', 'pct': 99.98}]"
MCHENRY:ALG 34,Unchanged,"[{'new_id': 'MCHENRY:ALG 34', 'pct': 99.98}]"
MCHENRY:ALG 35,Unchanged,"[{'new_id': 'MCHENRY:ALG 35', 'pct': 99.96}]"
MCHENRY:ALG 36,Unchanged,"[{'new_id': 'MCHENRY:ALG 36', 'pct': 99.97}]"
MCHENRY:ALG 37,Unchanged,"[{'new_id': 'MCHENRY:ALG 37', 'pct': 99.98}]"
MCHENRY:ALG 38,Unchanged,"[{'new_id': 'MCHENRY:ALG 38', 'pct': 99.97}]"
MCHENRY:ALG 39,Unchanged,"[{'new_id': 'MCHENRY:ALG 39', 'pct': 99.95}]"
MCHENRY:ALG 4,Unchanged,"[{'new_id': 'MCHENRY:ALG 4', 'pct': 99.94}]"
MCHENRY:ALG 40,Unchanged,"[{'new_id': 'MCHENRY:ALG 40', 'pct': 99.93}]"
MCHENRY:ALG 41,Unchanged,"[{'new_id': 'MCHENRY:ALG 41', 'pct': 99.96}]"
MCHENRY:ALG 42,Unchanged,"[{'new_id': 'MCHENRY:ALG 42', 'pct': 99.89}]"
MCHENRY:ALG 43,Unchanged,"[{'new_id': 'MCHENRY:ALG 43', 'pct': 99.97}]"
MCHENRY:ALG 44,Unchanged,"[{'new_id': 'MCHENRY:ALG 44', 'pct': 99.95}]"
MCHENRY:ALG 45,Unchanged,"[{'new_id': 'MCHENRY:ALG 45', 'pct': 99.95}]"
MCHENRY:ALG 46,Unchanged,"[{'new_id': 'MCHENRY:ALG 46', 'pct': 99.94}]"
MCHENRY:ALG 47,Unchanged,"[{'new_id': 'MCHENRY:ALG 47', 'pct': 99.98}]"
MCHENRY:ALG 48,Unchanged,"[{'new_id': 'MCHENRY:ALG 48', 'pct': 99.95}]"
MCHENRY:ALG 49,Unchanged,"[{'new_id': 'MCHENRY:ALG 49', 'pct': 99.97}]"
MCHENRY:ALG 5,Unchanged,"[{'new_id': 'MCHENRY:ALG 5', 'pct': 99.97}]"
MCHENRY:ALG 50,Unchanged,"[{'new_id': 'MCHENRY:ALG 50', 'pct': 99.91}]"
MCHENRY:ALG 51,Unchanged,"[{'new_id': 'MCHENRY:ALG 51', 'pct': 99.91}]"
MCHENRY:ALG 52,Unchanged,"[{'new_id': 'MCHENRY:ALG 52', 'pct': 99.95}]"
MCHENRY:ALG 53,Unchanged,"[{'new_id': 'MCHENRY:ALG 53', 'pct': 99.98}]"
MCHENRY:ALG 54,Unchanged,"[{'new_id': 'MCHENRY:ALG 54', 'pct': 99.97}]"
MCHENRY:ALG 55,Unchanged,"[{'new_id': 'MCHENRY:ALG 55', 'pct': 99.94}]"
MCHENRY:ALG 56,Unchanged,"[{'new_id': 'MCHENRY:ALG 56', 'pct': 99.95}]"
MCHENRY:ALG 57,Unchanged,"[{'new_id': 'MCHENRY:ALG 57', 'pct': 99.95}]"
MCHENRY:ALG 58,Unchanged,"[{'new_id': 'MCHENRY:ALG 58', 'pct': 99.95}]"
MCHENRY:ALG 59,Unchanged,"[{'new_id': 'MCHENRY:ALG 59', 'pct': 99.98}]"
MCHENRY:ALG 6,Unchanged,"[{'new_id': 'MCHENRY:ALG 6', 'pct': 99.92}]"
MCHENRY:ALG 60,Unchanged,"[{'new_id': 'MCHENRY:ALG 60', 'pct': 99.99}]"
MCHENRY:ALG 61,Unchanged,"[{'new_id': 'MCHENRY:ALG 61', 'pct': 99.95}]"
MCHENRY:ALG 62,Unchanged,"[{'new_id': 'MCHENRY:ALG 62', 'pct': 99.97}]"
MCHENRY:ALG 63,Unchanged,"[{'new_id': 'MCHENRY:ALG 63', 'pct': 99.97}]"
MCHENRY:ALG 7,Unchanged,"[{'new_id': 'MCHENRY:ALG 7', 'pct': 99.95}]"
MCHENRY:ALG 8,Unchanged,"[{'new_id': 'MCHENRY:ALG 8', 'pct': 99.94}]"
MCHENRY:ALG 9,Unchanged,"[{'new_id': 'MCHENRY:ALG 9', 'pct': 99.94}]"
MCHENRY:GRA 17,Unchanged,"[{'new_id': 'MCHENRY:ALG 18', 'pct': 99.49}]"
MCHENRY:GRA 2,Unchanged,"[{'new_id': 'MCHENRY:GRA 2', 'pct': 99.12}]"
MCHENRY:GRA 3,SPLIT,"[{'new_id': 'MCHENRY:GRA 3', 'pct': 96.78}, {'new_id': 'MCHENRY:ALG 1', 'pct': 3.14}]"
MCHENRY:GRA 30,SPLIT,"[{'new_id': 'MCHENRY:ALG 15', 'pct': 69.94}, {'new_id': 'MCHENRY:GRA 30', 'pct': 30.06}]"
MCHENRY:GRA 31,SPLIT,"[{'new_id': 'MCHENRY:ALG 11', 'pct': 43.18}, {'new_id': 'MCHENRY:GRA 31', 'pct': 38.55}, {'new_id': 'MCHENRY:GRA 31', 'pct': 12.6}, {'new_id': 'MCHENRY:GRA 31', 'pct': 4.35}]"
MCHENRY:GRA 7,SPLIT,"[{'new_id': 'MCHENRY:GRA 7', 'pct': 97.23}, {'new_id': 'MCHENRY:ALG 3', 'pct': 2.01}]"
MCHENRY:GRA 8,SPLIT,"[{'new_id': 'MCHENRY:GRA 8', 'pct': 89.81}, {'new_id': 'MCHENRY:ALG 12', 'pct': 10.19}]"
MCHENRY:NUN 15,Unchanged,"[{'new_id': 'MCHENRY:ALG 33', 'pct': 100.0}]"
MCHENRY:NUN 16,Unchanged,"[{'new_id': 'MCHENRY:ALG 33', 'pct': 100.0}]"
MCHENRY:NUN 17,SPLIT,"[{'new_id': 'MCHENRY:ALG 28', 'pct': 46.83}, {'new_id': 'MCHENRY:ALG 1', 'pct': 44.61}, {'new_id': 'MCHENRY:ALG 2', 'pct': 8.56}]"
MCHENRY:NUN 18,SPLIT,"[{'new_id': 'MCHENRY:ALG 1', 'pct': 44.55}, {'new_id': 'MCHENRY:NUN 18', 'pct': 28.53}, {'new_id': 'MCHENRY:NUN 18', 'pct': 26.25}]"
MCHENRY:NUN 19,SPLIT,"[{'new_id': 'MCHENRY:NUN 19', 'pct': 96.03}, {'new_id': 'MCHENRY:ALG 41', 'pct': 3.97}]"
MCHENRY:NUN 20,SPLIT,"[{'new_id': 'MCHENRY:NUN 20', 'pct': 97.25}, {'new_id': 'MCHENRY:ALG 37', 'pct': 2.75}]"
MCHENRY:NUN 21,Unchanged,"[{'new_id': 'MCHENRY:ALG 37', 'pct': 99.47}]"
MCHENRY:NUN 22,Unchanged,"[{'new_id': 'MCHENRY:NUN 27', 'pct': 100.0}]"
MCHENRY:NUN 27,SPLIT,"[{'new_id': 'MCHENRY:NUN 27', 'pct': 60.4}, {'new_id': 'MCHENRY:NUN 27', 'pct': 28.2}, {'new_id': 'MCHENRY:NUN 27', 'pct': 11.41}]"
